model_path,model_size_MB,parameters_total,parameters_trainable,parameters_non_trainable,GFLOPs,GMACs,benchmark_split,benchmark_images,imgsz,total_inference_time_ms,mean_per_sample_inference_time_ms,median_per_sample_inference_time_ms,std_per_sample_inference_time_ms,throughput_images_per_second,peak_gpu_memory_MB,cpu_ram_before_MB,cpu_ram_after_MB
/kaggle/working/palm_byol_ssl/byol_yolov12s_aug/weights/best.pt,18.060205459594727,9255071,0,9255071,21.5306752,10.7653376,test,100,640,1885.1714719967276,18.851714719967276,18.263783500515274,1.7627800312422803,53.00220843877529,402.814453125,4167.3671875,4167.3671875
