confidence_threshold,matching_iou,TP,FP,FN,precision,recall,f1,event_accuracy,macro_f1_object_only,num_events
0.6,0.3,16143.0,390.0,143.0,0.976410814734168,0.9912194522903107,0.9837594076601968,0.9681540122346167,0.9773936619009662,16674.0
